Repository Name,Total Closed Issues,Issue Number,Issue Title,Issue Status,Assignees,Labels,Issue Created At,Issue Closed At,Closed By
ChicoState/BSafe,0,14,"As a parent, I want to be sure this app has a secure means of access so that my child's information is safe should someone else use their phone.",Done,ssmathistad,Medium,12-04-2020 11:47,21-04-2020 20:37,ssmathistad
ChicoState/BSafe,0,6,As a student I want to be able to know my current location when I walk home from class,Done,"ssmathistad,callison98",None,02-03-2020 17:49,03-03-2020 01:16,ssmathistad
ChicoState/BSafe,0,5,"As a commuter, I want to be able to check-in and tell people I trust that I’ve arrived at a destination by a certain time, so I can tell them I made it safely.",Done,"BBBrando,lthornton1",None,18-02-2020 18:01,04-05-2020 23:13,ssmathistad
ChicoState/BSafe,0,4,"As a friend, I want to be sure my other friends have a discrete means of contacting me so that they can message me when they’re in danger.",Done,"BBBrando,lthornton1",None,18-02-2020 18:00,04-05-2020 23:13,ssmathistad
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",Done,ssmathistad,Medium,18-02-2020 17:51,21-04-2020 20:37,ssmathistad
ChicoState/BSafe,0,4,"As a friend, I want to be sure my other friends have a discrete means of contacting me so that they can message me when they’re in danger.",In progress,"BBBrando,lthornton1",None,18-02-2020 18:00,None,None
ChicoState/BSafe,0,6,As a student I want to be able to know my current location when I walk home from class,In progress,"ssmathistad,callison98",None,02-03-2020 17:49,None,None
ChicoState/BSafe,0,4,"As a friend, I want to be sure my other friends have a discrete means of contacting me so that they can message me when they’re in danger.",To do,"BBBrando,lthornton1",None,18-02-2020 18:00,None,None
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",To do,ssmathistad,Medium,18-02-2020 17:51,None,None
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",In progress,ssmathistad,Medium,18-02-2020 17:51,None,None
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",To do,ssmathistad,Medium,18-02-2020 17:51,None,None
ChicoState/BSafe,0,1,"As a pedestrian, I want to be able to navigate the app easily, so that it’s clear where my options are in situations of distress.",To do,ssmathistad,Medium,18-02-2020 17:51,None,None
ChicoState/DietFit,0,7,As a user i would like a meal plan and workout plan to be generated for me,Done,None,18-02-2020 19:23,18-02-2020 19:34,mastenl,None
ChicoState/DietFit,0,6,As a user I would like to pick my type of diet and get a list of recipes that would be good to eat,Done,None,18-02-2020 19:15,18-02-2020 19:35,mastenl,Vote
ChicoState/DietFit,0,3,"As a user, I would like to track my calories",Done,None,18-02-2020 18:38,18-02-2020 19:37,mastenl,None
ChicoState/DietFit,0,2,As a user I'd like somewhere to store pictures of my food,To do,connor-richards,18-02-2020 13:11,None,None,vote
ChicoState/DietFit,0,8,"As a user i would like to be able to input my Information(Diet, weight, height, gender)",To do,"connor-richards,Omnibyte27",18-02-2020 19:31,None,None,vote
ChicoState/DietFit,0,7,As a user i would like a meal plan and workout plan to be generated for me,To do,None,18-02-2020 19:23,None,None,None
ChicoState/DietFit,0,7,As a user i would like a meal plan and workout plan to be generated for me,To do,None,18-02-2020 19:23,None,None,None
ChicoState/DietFit,0,2,As a user I'd like somewhere to store pictures of my food,To do,connor-richards,18-02-2020 13:11,None,None,vote
ChicoState/DiscountAlcohol,0,19,"As a common user interacting with the app, I want to have a unique and catchy launcher icon inorder for me to distinguish this app from the others ",Done,AustinPope,None,11-04-2020 11:24,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,14,"As a user, I want to see a centralized theme that is easy to distinguish different parts of the app, in order to ease usibility and functionality",Done,"cpwilsonChico,arvoytan",None,25-03-2020 12:20,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,13,"as a consumer of mixed drinks, I would like to know the price of everything i need at a single store.",Done,"askudlarek,cpwilsonChico,AustinPope",None,25-03-2020 12:18,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,8,"As a mixologist, I want to find the cheapest places to buy particular drinks in order to make cheap cocktails.",Done,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,7,"As a college student, I want to be able to search for particular types of alcohol in order to find specific drinks near me.",Done,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,6,"As a college student, I want to see nearby alcohol stores on the map in order to see what stores are closest to me.",Done,"askudlarek,AustinPope",None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,5,User Story: As a college student i want the fastest route to get to the store,Done,askudlarek,None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,4,"User story: As business owner, I want to be able to pay to feature (advertise) my store on the app.",Done,"cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,3,"User story: As a business owner, I want to be able to advertise deals on alcohol.",Done,"cpwilsonChico,arvoytan",None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,2,"As a college student on a budget, I want to find the cheapest prices for alcohol in my area in order to save money but have fun.",Done,None,None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,1,"As a user, I want to have a useable homepage to get me started when I am inebriated to get alcohol fast",Done,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:04,10-05-2020 18:02,askudlarek
ChicoState/DiscountAlcohol,0,14,"As a user, I want to see a centralized theme that is easy to distinguish different parts of the app, in order to ease usibility and functionality",In progress,"cpwilsonChico,arvoytan",None,25-03-2020 12:20,None,None
ChicoState/DiscountAlcohol,0,2,"As a college student on a budget, I want to find the cheapest prices for alcohol in my area in order to save money but have fun.",To do,None,None,18-02-2020 21:04,None,None
ChicoState/DiscountAlcohol,0,6,"As a college student, I want to see nearby alcohol stores on the map in order to see what stores are closest to me.",To do,"askudlarek,AustinPope",None,18-02-2020 21:04,None,None
ChicoState/DiscountAlcohol,0,3,"User story: As a business owner, I want to be able to advertise deals on alcohol.",In progress,"cpwilsonChico,arvoytan",None,18-02-2020 21:04,None,None
ChicoState/DiscountAlcohol,0,7,"As a college student, I want to be able to search for particular types of alcohol in order to find specific drinks near me.",In progress,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,None,None
ChicoState/DiscountAlcohol,0,8,"As a mixologist, I want to find the cheapest places to buy particular drinks in order to make cheap cocktails.",In progress,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,None,None
ChicoState/DiscountAlcohol,0,7,"As a college student, I want to be able to search for particular types of alcohol in order to find specific drinks near me.",To do,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,None,None
ChicoState/DiscountAlcohol,0,8,"As a mixologist, I want to find the cheapest places to buy particular drinks in order to make cheap cocktails.",To do,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:05,None,None
ChicoState/DiscountAlcohol,0,1,"As a user, I want to have a useable homepage to get me started when I am inebriated to get alcohol fast",To do,"askudlarek,cpwilsonChico,AustinPope,arvoytan",None,18-02-2020 21:04,None,None
ChicoState/FamNet,0,23,"11.a) User Story : As a google user, I want to be able to sign in with my Google Account.",Done,None,Difficulty Level 2,25-03-2020 15:51,10-05-2020 13:14,ballen2024
ChicoState/FamNet,0,11,"User Story : As a google user, I want to be able to sign in with my Google Account and share my google services with my family.",Done,"grifsf,jdmacam,ballen2024,capktkirk",Difficulty Level 3,18-02-2020 19:40,25-03-2020 15:53,capktkirk
ChicoState/FamNet,0,10,"User Story : As a Zoomer, I want to have a dark mode so that I don't get blinded while reading in bed at night.",Done,ballen2024,Difficulty Level 1,18-02-2020 19:31,25-03-2020 18:30,ballen2024
ChicoState/LiquorMeTimbers,0,21,As a user I would like to see available drinks at the bars,Done,ekiesow,None,25-03-2020 17:53,09-05-2020 20:52,ekiesow
ChicoState/LiquorMeTimbers,0,19,As a customer I would like to be able to use the app without an account.,Done,bradlefler,None,25-03-2020 17:50,11-04-2020 12:24,ekiesow
ChicoState/LiquorMeTimbers,0,17,As a customer I would like to know the times and days each of the bars are open till,Done,ekiesow,None,04-03-2020 11:42,26-03-2020 18:05,ekiesow
ChicoState/LiquorMeTimbers,0,13,As a user I would like to ensure only I can sign up with my email address,Done,bradlefler,None,18-02-2020 21:22,25-03-2020 17:46,bradlefler
ChicoState/LiquorMeTimbers,0,11,As a user I would like to have an account,Done,bradlefler,None,18-02-2020 21:11,25-03-2020 17:44,bradlefler
ChicoState/LiquorMeTimbers,0,10,As a user I would like to be welcomed by a homepage,Done,"sroes,bradlefler",None,18-02-2020 21:10,26-04-2020 10:37,ekiesow
ChicoState/LiquorMeTimbers,0,9,As a business owner I would like to have a page/profile for people to visit,Done,None,None,18-02-2020 21:05,18-02-2020 21:07,sroes
ChicoState/LiquorMeTimbers,0,2,"As a user, I would like a bar's information easy to access",Done,"ekiesow,sroes",None,18-02-2020 20:47,25-03-2020 17:36,ekiesow
ChicoState/LiquorMeTimbers,0,10,As a user I would like to be welcomed by a homepage,To do,"sroes,bradlefler",None,18-02-2020 21:10,None,None
ChicoState/LiquorMeTimbers,0,8,"As a user, I would like to see the closest bars to Chico",To do,None,None,18-02-2020 20:59,None,None
ChicoState/LiquorMeTimbers,0,2,"As a user, I would like a bar's information easy to access",To do,"ekiesow,sroes",None,18-02-2020 20:47,None,None
ChicoState/LiquorMeTimbers,0,1,"As a college student, I would like to see the closest bars near me.",To do,None,None,18-02-2020 20:46,None,None
ChicoState/MusicHack,0,11,"As a music lover, I want to be able to see a list of recommended songs.",Done,Fun1hero,Difficulty,08-03-2020 19:09,09-03-2020 12:24,dtaylor46
ChicoState/ODIT,0,58,Username and Email HAVE to be changed in order to update profile.,Done,VioletInferno,27-04-2020 22:28,28-04-2020 22:28,VioletInferno,None
ChicoState/ODIT,0,56,"If a user tries to edit their username to an existing username in our db, an error is thrown and the application crashes.",Done,VioletInferno,26-04-2020 20:08,27-04-2020 13:38,VioletInferno,Something isn't working
ChicoState/ODIT,0,49,'Clear' button on search pages doesn't work.,Done,lcnorine,20-04-2020 21:43,21-04-2020 17:38,VioletInferno,Something isn't working
ChicoState/ODIT,0,46,"Exception is being thrown on ""ViewIssues"" page when searching by keyword.",Done,VioletInferno,15-04-2020 14:08,18-04-2020 15:05,lcnorine,None
ChicoState/ODIT,0,44,As a user who likes being able to look at my current and past issues I would like a place to look at them all,Done,Asterisk007,13-04-2020 13:25,26-04-2020 16:19,Asterisk007,New feature or request
ChicoState/ODIT,0,43,"As a new user, I would like to see the password requirements on the sign up page.",Done,Asterisk007,13-04-2020 13:24,26-04-2020 16:11,CodeMastr3,Very Easy (under 2 hours)
ChicoState/ODIT,0,42,"As a user, I want to be able to edit my request.",Done,"Asterisk007,VioletInferno",12-04-2020 13:36,28-04-2020 22:28,VioletInferno,Easy (2-3 hours)
ChicoState/ODIT,0,41,"As a technician, I want to be able to resolve a request once my work is done as well as give a resolution note so the customer and other technicians will know how I solved the problem.",Done,VioletInferno,12-04-2020 11:19,28-04-2020 22:28,VioletInferno,Easier than Average (5-7 hours)
ChicoState/ODIT,0,40,"As a technician, I want to be able to view each specific request that is assigned to me.",Done,lcnorine,12-04-2020 11:11,19-04-2020 22:00,VioletInferno,Moderately Easy (3-5 hours)
ChicoState/ODIT,0,28,"As a nontech person, I would like a picture/diagram to guide me through the submit process, including what to submit and how",Done,Asterisk007,09-03-2020 13:19,06-04-2020 12:29,Asterisk007,New feature or request
ChicoState/ODIT,0,26,Bug was introduced in previous commit. Issues are not properly being saved into the database.,Done,"VioletInferno,lcnorine",09-03-2020 11:00,09-03-2020 12:14,lcnorine,None
ChicoState/ODIT,0,24,"As a mobile user, I want the website to fit nicely on my small screen.",Done,Asterisk007,08-03-2020 17:56,06-04-2020 12:29,Asterisk007,Very Easy (under 2 hours)
ChicoState/ODIT,0,23,"As a visitor to the website, I want to see pretty, enticing, visuals on the main page.",Done,Asterisk007,08-03-2020 17:54,19-03-2020 19:50,Asterisk007,Moderately Easy (3-5 hours)
ChicoState/ODIT,0,22,"As an immensely cool individual, I wish to use darkmode when I visit this website.",Done,Asterisk007,08-03-2020 17:39,19-03-2020 19:51,Asterisk007,Very Easy (under 2 hours)
ChicoState/ODIT,0,18,"As a user who needs a technician to fix something in person, I want to find a technician in my local area.",Done,VioletInferno,05-03-2020 09:59,27-04-2020 12:21,lcnorine,Average Difficulty (7-10 hours)
ChicoState/ODIT,0,17,"As a technician, I want to view service requests.",Done,VioletInferno,04-03-2020 13:46,04-03-2020 13:50,lcnorine,Easier than Average (5-7 hours)
ChicoState/ODIT,0,16,"As a user, I want to submit a service request.",Done,VioletInferno,04-03-2020 13:44,04-03-2020 13:50,lcnorine,Easier than Average (5-7 hours)
ChicoState/ODIT,0,15,"As a potential user, I want to see what ODIT does.",Done,Asterisk007,04-03-2020 13:43,04-03-2020 13:50,lcnorine,Easy (2-3 hours)
ChicoState/ODIT,0,14,Repeat code in views.py,Done,lcnorine,04-03-2020 13:32,08-03-2020 23:11,lcnorine,Very Easy (under 2 hours)
ChicoState/ODIT,0,13,nav.html is unused,Done,lcnorine,04-03-2020 13:08,08-03-2020 23:11,lcnorine,Very Easy (under 2 hours)
ChicoState/ODIT,0,8,"As an ODIT technician, I want to sign in to my account when I visit the website.",Done,"CodeMastr3,VioletInferno,lcnorine",18-02-2020 18:05,12-04-2020 10:22,VioletInferno,New feature or request
ChicoState/ODIT,0,7,"As a technician, I want to accept service requests.",Done,lcnorine,18-02-2020 18:02,12-04-2020 10:22,VioletInferno,New feature or request
ChicoState/ODIT,0,6,"As a user, I want to rate the quality of service for my last ODIT technician.",Done,"Asterisk007,lcnorine",18-02-2020 17:58,28-04-2020 00:45,VioletInferno,New feature or request
ChicoState/ODIT,0,3,"As a registered ODIT technician, I want to be able to change/edit my area of expertise.",Done,lcnorine,18-02-2020 17:53,21-04-2020 17:38,VioletInferno,New feature or request
ChicoState/ODIT,0,2,"As a technician, I want to search for requests in the area of my specific experience.",Done,lcnorine,18-02-2020 17:52,23-03-2020 10:34,lcnorine,New feature or request
ChicoState/ODIT,0,1,"As someone with IT skills, I want to sign up as an ODIT technician.",Done,"VioletInferno,lcnorine",18-02-2020 17:49,12-04-2020 10:22,VioletInferno,New feature or request
ChicoState/ODIT,0,2,"As a technician, I want to search for requests in the area of my specific experience.",To Do,lcnorine,18-02-2020 17:52,None,None,New feature or request
ChicoState/ODIT,0,1,"As someone with IT skills, I want to sign up as an ODIT technician.",To Do,"VioletInferno,lcnorine",18-02-2020 17:49,None,None,New feature or request
ChicoState/ODIT,0,8,"As an ODIT technician, I want to sign in to my account when I visit the website.",To Do,"CodeMastr3,VioletInferno,lcnorine",18-02-2020 18:05,None,None,New feature or request
ChicoState/ParkCore,0,19,See a list of parking spaces.,Done,ihernandez4466,None,04-03-2020 12:31,04-03-2020 12:37,ihernandez4466
ChicoState/ParkCore,0,16,"As a user, I want to see a map.",Done,shelleywong,None,24-02-2020 13:13,06-03-2020 13:28,jcheon
ChicoState/ParkCore,0,13,"As a user, I want to be able to easily navigate the app.",Done,shelleywong,None,21-02-2020 16:20,29-02-2020 19:18,jcheon
ChicoState/ParkCore,0,12,"As an average user, I want the options to filter available parking spaces by price, size, type of parking space, and amenities",Done,shelleywong,None,21-02-2020 16:06,26-04-2020 17:58,ihernandez4466
ChicoState/ParkCore,0,8,"As a lot finder, I want the option to search by location (city, address)",Done,shelleywong,None,21-02-2020 16:06,14-04-2020 23:15,ihernandez4466
ChicoState/ParkCore,0,7,"As a lot owner, I want to post my parking lot for people to rent.",Done,shelleywong,None,21-02-2020 16:06,05-04-2020 13:17,ihernandez4466
ChicoState/ParkCore,0,2,"As a user, I want to make sure my data is stored.",Done,jcheon,None,21-02-2020 16:05,25-02-2020 23:14,shelleywong
ChicoState/ParkCore,0,2,"As a user, I want to make sure my data is stored.",In progress,jcheon,None,21-02-2020 16:05,None,None
ChicoState/ParkCore,0,13,"As a user, I want to be able to easily navigate the app.",In progress,shelleywong,None,21-02-2020 16:20,None,None

ChicoState/SmartCCTV,0,24,"As a power user, I want to be able to configure the detection settings, as well as enable and disable outlines to be drawn, preferably a live update feature to apply the changes settings in real time. 5 6 6 [27]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123",03-05-2020 10:22,18-05-2020 18:32,Krebrov001,None
ChicoState/SmartCCTV,0,22,"As someone concerned about real-time security, I want  to be able to view current camera feeds. 5 7 5 [34]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123",11-04-2020 14:33,18-05-2020 18:31,Krebrov001,None
ChicoState/SmartCCTV,0,20,"As a computer user, I don't want to keep my terminal window open while running a program in the background. 5 7 8 [21]",Done,Krebrov001,25-03-2020 16:36,30-03-2020 20:45,Krebrov001,None
ChicoState/SmartCCTV,0,19,"As a restaurant manager, I want my CCTV footage to give me statistics of rush hours. 3 7 10 [13]",Done,Jaskaal,25-03-2020 16:36,30-03-2020 13:35,Jaskaal,None
ChicoState/SmartCCTV,0,18,"As a business owner, I'd like to see a graphical representation of the data the camera retrieves 4 7 10 [15]",Done,Jaskaal,25-03-2020 16:36,30-03-2020 13:36,Jaskaal,None
ChicoState/SmartCCTV,0,17,"As a computer user, I want to have an easy way to start up and shut down the daemon (turn the camera software on and off). 5 6 8 [20]",Done,"Krebrov001,weitaoli123",25-03-2020 16:36,25-04-2020 16:14,Krebrov001,None
ChicoState/SmartCCTV,0,16,"As a security officer, I only want to see video where someone is present and moving around, not other footage. 5 6 6 [26]",Done,"SlavikChukhlebov,weitaoli123",25-03-2020 16:36,04-05-2020 14:33,SlavikChukhlebov,None
ChicoState/SmartCCTV,0,15,"As an individual concerned with personal security, I want images to be recognized locally, not over the network, because hackers could spy on me. 5 7 1 [50]",Done,"Krebrov001,SlavikChukhlebov,weitaoli123,Jaskaal",25-03-2020 16:35,04-05-2020 14:34,SlavikChukhlebov,None
ChicoState/SmartCCTV,0,14,"As someone with very little computer knowledge, I want a simple UI. 5 7 4 [42]",Done,"weitaoli123,Jaskaal",25-03-2020 16:35,25-04-2020 16:12,Krebrov001,None
ChicoState/SmartCCTV,0,9,Create a logging system. [5],To do,Krebrov001,19-02-2020 13:44,None,None,None
ChicoState/SmartCCTV,0,9,Create a logging system. [5],In progress,Krebrov001,19-02-2020 13:44,None,None,None
ChicoState/SmartCCTV,0,8,Detach SmartCCTV from the command line interface. [0],In progress,Krebrov001,19-02-2020 13:35,None,None,None
ChicoState/SmartCCTV,0,7,Install OpenCV on personal development platforms [0],In progress,"Krebrov001,SlavikChukhlebov,weitaoli123",19-02-2020 13:19,None,None,Good for newcomers
ChicoState/SmartCCTV,0,4,Add motion detection filter to SmartCCTV Daemon. [15],In progress,None,19-02-2020 11:15,None,None,None
ChicoState/SmartCCTV,0,6,Create UI program to view SmartCCTV output. [25],To do,"weitaoli123,Jaskaal",19-02-2020 11:16,None,None,None
ChicoState/SmartCCTV,0,5,Add human recognition filter to SmartCCTV Daemon. [25],To do,None,19-02-2020 11:15,None,None,None
ChicoState/SmartCCTV,0,4,Add motion detection filter to SmartCCTV Daemon. [15],To do,None,19-02-2020 11:15,None,None,None
ChicoState/SmartCCTV,0,3,Create Listener Daemon [10],To do,Krebrov001,19-02-2020 11:14,None,None,None
ChicoState/SmartCCTV,0,2,Install OpenCV on a control device. [10],In progress,Krebrov001,19-02-2020 11:14,None,None,None
ChicoState/SmartCCTV,0,1,Create the I/O of the SmartCCTV Daemon. [15],In progress,SlavikChukhlebov,19-02-2020 11:12,None,None,None
ChicoState/StudyGroup,0,59,"As a user, I want to be able to save a username in order to display my username to other users instead of my real name",Done,bmarden,Medium level of difficulty.,10-05-2020 19:55,10-05-2020 22:26,bmarden
ChicoState/StudyGroup,0,48,"As a user, I want a consistent color theme throughout the app, in order to make the app more aesthetically appealing",Done,lrondenet,None,15-04-2020 12:53,07-05-2020 18:21,bmarden
ChicoState/StudyGroup,0,47,"As a user, I want to be able to communicate with any of the groups I am in through a messaging interface.",Done,"e7ite,bmarden",Medium level of difficulty.,15-04-2020 12:29,02-05-2020 20:27,e7ite
ChicoState/StudyGroup,0,46,"As a user, I want access to a bottom navigation bar, in order to quickly navigate between the different views in the app.",Done,"asheelamagwili,bmarden",Medium level of difficulty.,15-04-2020 11:54,23-04-2020 19:18,bmarden
ChicoState/StudyGroup,0,38,As a user I want to be able to view the details of my current groups,Done,"e7ite,asheelamagwili,lrondenet",Medium level of difficulty.,25-03-2020 12:50,12-04-2020 23:40,bmarden
ChicoState/StudyGroup,0,37,"As a user, I want to be to create my own group that other users can join in order to set my own specifications.",Done,"bmarden,lrondenet",High level of difficulty.,25-03-2020 12:47,23-04-2020 19:18,bmarden
ChicoState/StudyGroup,0,36,"As a user, I want to be able to search for and join a study group.",Done,bmarden,Medium level of difficulty.,25-03-2020 12:43,07-05-2020 18:22,bmarden
ChicoState/StudyGroup,0,25,"As a student, I want to know when there is activity that I missed within the study groups I am apart of.",Done,None,None,06-03-2020 16:25,06-03-2020 16:25,e7ite
ChicoState/StudyGroup,0,24,"As a student, I want a simple way to see the details of the group I am in without having to change screens",Done,"e7ite,bmarden",Medium level of difficulty.,06-03-2020 16:16,25-03-2020 12:40,bmarden
ChicoState/StudyGroup,0,11,As a user I want a clean looking home page in order to quickly get an overview of my current groups.,Done,"e7ite,bmarden",Easy feature to implement,18-02-2020 18:54,10-05-2020 22:32,bmarden
ChicoState/StudyGroup,0,10,"As a student, I want a profile page to change my username & password.",Done,asheelamagwili,Medium level of difficulty.,18-02-2020 18:54,10-05-2020 19:01,asheelamagwili
ChicoState/StudyGroup,0,9,"As a student, I want to input my classes so that I can track what I am taking for the semester/quarter.",Done,"asheelamagwili,bmarden,lrondenet",High level of difficulty.,18-02-2020 18:53,10-05-2020 22:26,bmarden
ChicoState/StudyGroup,0,8,As a user I want to be able to save my current classes in order to save me time when searching for a new study group.,Done,bmarden,High level of difficulty.,18-02-2020 18:53,10-05-2020 22:28,bmarden
ChicoState/StudyGroup,0,6,"As a student, I want to filter my study group based on group size so that I can study in a setting that is comfortable for me.",Done,bmarden,Easy feature to implement,18-02-2020 18:52,07-05-2020 18:25,bmarden
ChicoState/StudyGroup,0,5,"As a student user, I want to see a quick list of my groups so that I can see an overview of my current study groups.",Done,"e7ite,bmarden",Medium level of difficulty.,18-02-2020 18:51,09-03-2020 19:17,bmarden
ChicoState/StudyGroup,0,4,As a student user I want a clean user login page that can remember my previous logins to make using the app easier.,Done,bmarden,High level of difficulty.,18-02-2020 18:37,22-03-2020 19:23,bmarden
ChicoState/StudyGroup,0,3,"As a student user, I want to have a quick and easy account sign-in so it’s less work.",Done,bmarden,Medium level of difficulty.,18-02-2020 18:37,22-03-2020 19:24,bmarden
ChicoState/StudyGroup,0,2,"As a user, I want to be able to have a register page so I can have a profile account that will display my information.",Done,"bmarden,lrondenet",Easy feature to implement,18-02-2020 18:32,23-04-2020 19:19,bmarden
ChicoState/SustainabilityPoints,0,24,App not responding gracefully  when the keyboard pops up,Done,adhaar-star,30-03-2020 12:38,31-03-2020 22:27,adhaar-star,None
ChicoState/SustainabilityPoints,0,23,Auto Capitalization of Words,Done,adhaar-star,28-03-2020 23:47,28-03-2020 23:47,adhaar-star,None
ChicoState/SustainabilityPoints,0,8,as a user i would like to be able to easily navigate between screens [4],Done,avargas34,27-03-2020 12:44,30-03-2020 13:37,avargas34,None
ChicoState/SustainabilityPoints,0,7,as a user i would like to view my profile [1],Done,avargas34,27-03-2020 12:44,30-03-2020 13:37,avargas34,None
ChicoState/SustainabilityPoints,0,6,as a user i would like to be able to recover my account if i forget my login information [4],Done,adhaar-star,27-03-2020 12:44,31-03-2020 20:35,adhaar-star,None
ChicoState/SustainabilityPoints,0,5,as an admin i would like validate username/password [3] - destiny,Done,drogers14,06-03-2020 12:21,27-03-2020 15:47,drogers14,None
ChicoState/SustainabilityPoints,0,4,as a developer i need a database to track user information [4]- michael,Done,mjlarson-chico,06-03-2020 12:21,01-04-2020 16:04,mjlarson-chico,None
ChicoState/SustainabilityPoints,0,3,As a user i would like to create an account [2] - adhaar,Done,adhaar-star,06-03-2020 12:21,01-04-2020 16:04,mjlarson-chico,None
ChicoState/SustainabilityPoints,0,2,as a user i would like to sign in [3] - anthony,Done,avargas34,06-03-2020 12:20,01-04-2020 16:04,mjlarson-chico,None
ChicoState/SustainabilityPoints,0,1,Logo icon,Done,None,24-02-2020 13:01,02-03-2020 12:11,drogers14,None
ChicoState/SustainabilityPoints,0,13,as a user i would like to earn achievements [5],To Do,avargas34,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,12,As a software developer i would like to integrate the Google Maps Api to track the distance of the User while walking [10],To Do,adhaar-star,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,11,as a user i would like to see a map of participating businesses [7],To Do,adhaar-star,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,10,as a user i would like to track my distance [7],To Do,adhaar-star,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,9,as a user i would like to receive daily notifications for sustainable acts [7],To Do,drogers14,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,8,as a user i would like to be able to easily navigate between screens [4],In Progress,avargas34,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,7,as a user i would like to view my profile [1],In Progress,avargas34,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,6,as a user i would like to be able to recover my account if i forget my login information [4],In Progress,adhaar-star,27-03-2020 12:44,None,None,None
ChicoState/SustainabilityPoints,0,5,as an admin i would like validate username/password [3] - destiny,In Progress,drogers14,06-03-2020 12:21,None,None,None
ChicoState/SustainabilityPoints,0,4,as a developer i need a database to track user information [4]- michael,In Progress,mjlarson-chico,06-03-2020 12:21,None,None,None
ChicoState/SustainabilityPoints,0,3,As a user i would like to create an account [2] - adhaar,In Progress,adhaar-star,06-03-2020 12:21,None,None,None
ChicoState/SustainabilityPoints,0,2,as a user i would like to sign in [3] - anthony,In Progress,avargas34,06-03-2020 12:20,None,None,None

ChicoState/Apetur,0,3,As a user I want to create an account,Done,None,16-09-2019 15:38,18-09-2019 15:15,michaelwooll,None
ChicoState/Apetur,0,2,"As an advertiser, I want to target certain demographics with my advertisement.",Done,None,16-09-2019 11:47,16-09-2019 15:21,michaelwooll,None
ChicoState/Apetur,0,1,"As a Newbie, I want to find accounts to follow.",Done,None,16-09-2019 11:47,16-09-2019 15:21,michaelwooll,None
ChicoState/Apetur,0,15,As a user I want to be able to view a photographers profile.,In progress,"yyang31,NathanLovell",05-10-2019 17:33,None,None,None
ChicoState/Apetur,0,15,As a user I want to be able to view a photographers profile.,To do,"yyang31,NathanLovell",05-10-2019 17:33,None,None,None
ChicoState/Apetur,0,8,As a user I want to be able to find photographers in near by city,In progress,michaelwooll,18-09-2019 15:19,None,None,None
ChicoState/Apetur,0,8,As a user I want to be able to find photographers in near by city,To do,michaelwooll,18-09-2019 15:19,None,None,None
ChicoState/Apetur,0,6,"As a user, I want to be able to navigate through the site with a navbar",In progress,yyang31,18-09-2019 15:16,None,None,None
ChicoState/Apetur,0,4,As a user I want to be able to login,In progress,"yyang31,recursory",16-09-2019 15:38,None,None,None
ChicoState/Apetur,0,10,"As a person with a wedding coming up soon, I want to be able to view local photographers.",In progress,michaelwooll,18-09-2019 15:19,None,None,None
